c,g1,g2,v
2,635101,636714,MFLAFM_07645
2,636909,637349,MFLAFM_07650
2,637458,638144,MFLAFM_07655
2,638277,638411,MFLAFM_07660
2,638468,638602,MFLAFM_07665
2,638966,639039,MFLAFM_07670
2,639507,639695,MFLAFM_07675
2,639944,640891,MFLAFM_07680
2,641197,641424,MFLAFM_07685
2,641731,643287,MFLAFM_07690
2,643459,644394,MFLAFM_07695
2,644414,645415,MFLAFM_07700
2,645853,646578,MFLAFM_07705
2,646673,647398,MFLAFM_07710
2,647506,648222,MFLAFM_07715
2,648327,648644,MFLAFM_07720
2,648712,648909,MFLAFM_07725
2,648893,649039,MFLAFM_07730
2,649712,650671,MFLAFM_07735
3,1,378524,3
3,31,693,MFLAFM_07740
3,826,1845,MFLAFM_07745
3,1842,3203,MFLAFM_07750
3,3401,3634,MFLAFM_07755
3,3871,5589,MFLAFM_07760
3,5592,5858,MFLAFM_07765
3,6012,6554,MFLAFM_07770
3,6608,7780,MFLAFM_07775
3,8205,9500,MFLAFM_07780
3,8620,8747,MFLAFM_07785
3,9652,9786,MFLAFM_07790
3,9887,10096,MFLAFM_07795
3,10382,10482,MFLAFMFMJG_165
3,10559,11134,MFLAFM_07800
3,11149,12549,MFLAFM_07805
3,12542,13348,MFLAFM_07810
3,13615,14862,MFLAFM_07815
3,14884,16362,MFLAFM_07820
3,16377,16943,MFLAFM_07825
3,16946,17974,MFLAFM_07830
3,17967,19451,MFLAFM_07835
3,19430,21619,MFLAFM_07840
3,21612,22283,MFLAFM_07845
3,22285,22548,MFLAFM_07850
3,22548,23252,MFLAFM_07855
3,23256,24380,MFLAFM_07860
3,24367,24849,MFLAFM_07865
3,25050,25910,MFLAFM_07870
3,26222,26479,MFLAFM_07875
3,26774,27091,MFLAFM_07880
3,27031,27147,MFLAFM_07885
3,27662,28762,MFLAFM_07890
3,28762,30750,MFLAFM_07895
3,30740,31345,MFLAFM_07900
3,31342,31632,MFLAFM_07905
3,32169,33362,MFLAFM_07910
3,33813,35030,MFLAFM_07915
3,35078,35548,MFLAFM_07920
3,35703,36137,MFLAFM_07925
3,36365,40111,MFLAFM_07930
3,40318,40737,MFLAFM_07935
3,40890,41900,MFLAFM_07940
3,42096,43250,MFLAFM_07945
3,43778,44806,MFLAFM_07950
3,44888,46069,MFLAFM_07955
3,46107,46436,MFLAFM_07960
3,46674,47495,MFLAFM_07965
3,47488,48291,MFLAFM_07970
3,48278,49951,MFLAFM_07975
3,49938,51299,MFLAFM_07980
3,51481,52419,MFLAFM_07985
3,52471,53022,MFLAFM_07990
3,53187,53402,MFLAFM_07995
3,53481,53597,MFLAFM_08000
3,53643,54602,MFLAFM_08005
3,55090,55446,MFLAFM_08010
3,55858,56103,MFLAFM_08015
3,56191,56832,MFLAFM_08020
3,56829,57149,MFLAFM_08025
3,57152,59116,MFLAFM_08030
3,60082,60159,MFLAFM_08035
3,60116,60299,MFLAFM_08040
3,60459,61061,MFLAFM_08045
3,61076,61252,MFLAFM_08050
3,61451,62437,MFLAFM_08055
3,62518,62736,MFLAFM_08060
3,62946,63515,MFLAFM_08065
3,63657,63731,MFLAFM_08070
3,63734,63822,MFLAFM_08075
3,64002,65516,MFLAFM_08080
3,65652,67010,MFLAFM_08085
3,67027,69336,MFLAFM_08090
3,69570,70373,MFLAFM_08095
3,70449,70555,MFLAFMFMJG_166
3,70675,72237,MFLAFM_08100
3,72237,72488,MFLAFM_08105
3,72478,73962,MFLAFM_08110
3,74395,75570,MFLAFM_08115
3,75548,76738,MFLAFM_08120
3,76851,77360,MFLAFM_08125
3,77554,78312,MFLAFM_08130
3,78457,80025,MFLAFM_08135
3,80367,81452,MFLAFM_08140
3,81649,82419,MFLAFM_08145
3,82697,84541,MFLAFM_08150
3,84551,85936,MFLAFM_08155
3,85957,86811,MFLAFM_08160
3,86808,87617,MFLAFM_08165
3,87634,88269,MFLAFM_08170
3,88286,88633,MFLAFM_08175
3,88819,89412,MFLAFM_08180
3,89516,89881,MFLAFM_08185
3,89904,90710,MFLAFM_08190
3,90889,91007,MFLAFM_08195
3,90973,91070,MFLAFM_08200
3,91170,92978,MFLAFM_08205
3,93026,94012,MFLAFM_08210
3,94133,94852,MFLAFM_08215
3,95223,95618,MFLAFM_08220
3,95912,96901,MFLAFM_08225
3,96943,97824,MFLAFM_08230
3,97836,98798,MFLAFM_08235
3,98791,99771,MFLAFM_08240
3,99774,100760,MFLAFM_08245
3,100811,102526,MFLAFM_08250
3,102738,104393,MFLAFM_08255
3,104412,105353,MFLAFM_08260
3,105343,106425,MFLAFM_08265
3,106441,107511,MFLAFM_08270
3,107511,108437,MFLAFM_08275
3,108680,109051,MFLAFM_08280
3,109106,110350,MFLAFM_08285
3,110362,111303,MFLAFM_08290
3,111598,111783,MFLAFM_08295
3,112040,112474,MFLAFM_08300
3,112785,113300,MFLAFM_08305
3,113278,114399,MFLAFM_08310
3,114392,115033,MFLAFM_08315
3,115017,116162,MFLAFM_08320
3,116272,117141,MFLAFM_08325
3,117200,119809,MFLAFM_08330
3,120012,121826,MFLAFM_08335
3,122374,122682,MFLAFM_08340
3,122796,123620,MFLAFM_08345
3,123672,124988,MFLAFM_08350
3,125160,125549,MFLAFM_08355
3,125878,126780,MFLAFM_08360
3,126946,130599,MFLAFM_08365
3,130603,134076,MFLAFM_08370
3,134236,134811,MFLAFM_08375
3,134827,135351,MFLAFM_08380
3,135356,135931,MFLAFM_08385
3,136256,137587,MFLAFM_08390
3,137938,139143,MFLAFM_08395
3,139133,140512,MFLAFM_08400
3,140754,141683,MFLAFM_08405
3,141717,141985,MFLAFM_08410
3,142210,143454,MFLAFM_08415
3,143563,144753,MFLAFM_08420
3,145061,146209,MFLAFM_08425
3,146571,146948,MFLAFM_08430
3,147363,147956,MFLAFM_08435
3,148020,148403,MFLAFM_08440
3,148534,150939,MFLAFM_08445
3,150932,151360,MFLAFM_08450
3,151360,151701,MFLAFM_08455
3,151694,153190,MFLAFM_08460
3,153192,153671,MFLAFM_08465
3,153671,153964,MFLAFM_08470
3,153942,154298,MFLAFM_08475
3,154548,155702,MFLAFM_08480
3,155758,156132,MFLAFM_08485
3,156151,157467,MFLAFM_08490
3,157878,159353,MFLAFM_08495
3,159484,160692,MFLAFM_08500
3,161146,161505,MFLAFM_08505
3,161518,161754,MFLAFM_08510
3,162071,163135,MFLAFM_08515
3,163194,163517,MFLAFM_08520
3,163618,163860,MFLAFM_08525
3,164123,165298,MFLAFM_08530
3,165295,165531,MFLAFM_08535
3,165549,166763,MFLAFM_08540
3,166760,168217,MFLAFM_08545
3,168233,168385,MFLAFM_08550
3,168797,169756,MFLAFM_08555
3,169789,170568,MFLAFM_08560
3,170568,171002,MFLAFM_08565
3,171100,171366,MFLAFM_08570
3,171445,171828,MFLAFM_08575
3,171958,172875,MFLAFM_08580
3,172959,174278,MFLAFM_08585
3,174305,175132,MFLAFM_08590
3,175145,175993,MFLAFM_08595
3,176378,177445,MFLAFM_08600
3,177459,178499,MFLAFM_08605
3,178864,179178,MFLAFM_08610
3,179510,180907,MFLAFM_08615
3,181058,181522,MFLAFM_08620
3,181512,182753,MFLAFM_08625
3,182868,184175,MFLAFM_08630
3,184273,185034,MFLAFM_08635
3,185362,186213,MFLAFM_08640
3,186447,186641,MFLAFM_08645
3,186995,187816,MFLAFM_08650
3,187834,188529,MFLAFM_08655
3,188522,189547,MFLAFM_08660
3,189636,189739,MFLAFMFMJG_164
3,189797,190093,MFLAFM_08665
3,190086,190475,MFLAFM_08670
3,190960,191226,MFLAFM_08675
3,191269,192147,MFLAFM_08680
3,192149,192262,MFLAFM_08685
3,192326,192706,MFLAFM_08690
3,192864,193220,MFLAFM_08695
3,193364,193684,MFLAFM_08700
3,193835,194374,MFLAFM_08705
3,194457,195173,MFLAFM_08710
3,195321,195743,MFLAFM_08715
3,196142,196636,MFLAFM_08720
3,196791,197408,MFLAFM_08725
3,197481,198062,MFLAFM_08730
3,198287,198523,MFLAFM_08735
3,198520,198723,MFLAFM_08740
3,199064,199324,MFLAFM_08745
3,199353,199541,MFLAFM_08750
3,199729,200298,MFLAFM_08755
3,200386,200670,MFLAFM_08760
3,200732,200950,MFLAFM_08765
3,201442,201642,MFLAFM_08770
3,201999,202685,MFLAFM_08775
3,203026,203547,MFLAFM_08780
3,203882,204904,MFLAFM_08785
3,205257,206759,MFLAFM_08790
3,206980,209949,MFLAFM_08795
3,210212,210742,MFLAFM_08800
3,210881,211402,MFLAFM_08805
3,212000,212728,MFLAFM_08810
3,213082,213405,MFLAFM_08815
3,214278,214636,MFLAFM_08820
3,214727,215191,MFLAFM_08825
3,215213,217585,MFLAFM_08830
3,217619,218359,MFLAFM_08835
3,218475,218708,MFLAFM_08840
3,218775,219233,MFLAFM_08845
3,219572,220876,MFLAFM_08850
3,221006,222523,MFLAFM_08855
3,222526,223287,MFLAFM_08860
3,223409,224599,MFLAFM_08865
3,224738,225748,MFLAFM_08870
3,225801,226814,MFLAFM_08875
3,227104,227431,MFLAFM_08880
3,227571,228200,MFLAFM_08885
3,228631,228754,MFLAFM_08890
3,228936,229805,MFLAFM_08895
3,230048,230635,MFLAFM_08900
3,230822,230893,MFLAFM_08905
3,231199,232143,MFLAFM_08910
3,232254,233249,MFLAFM_08915
3,233246,234157,MFLAFM_08920
3,234300,234545,MFLAFM_08925
3,234351,234773,MFLAFM_08930
3,234549,234786,MFLAFM_08935
3,235101,236036,MFLAFM_08940
3,236103,237542,MFLAFM_08945
3,237550,238035,MFLAFM_08950
3,238043,238882,MFLAFM_08955
3,238888,239820,MFLAFM_08960
3,239953,240223,MFLAFM_08965
3,240484,243330,MFLAFM_08970
3,243338,245323,MFLAFM_08975
3,245592,245828,MFLAFM_08980
3,245825,246475,MFLAFM_08985
3,246649,247488,MFLAFM_08990
3,247897,248889,MFLAFM_08995
3,249322,251853,MFLAFM_09000
3,252267,252839,MFLAFM_09005
3,252900,253574,MFLAFM_09010
3,253567,254649,MFLAFM_09015
3,255013,255879,MFLAFM_09020
3,256023,256664,MFLAFM_09025
3,256829,257884,MFLAFM_09030
3,258202,259272,MFLAFM_09035
3,259468,260229,MFLAFM_09040
3,260247,260741,MFLAFM_09045
3,260755,261981,MFLAFM_09050
3,262168,263292,MFLAFM_09055
3,263716,264036,MFLAFM_09060
3,264190,265068,MFLAFM_09065
3,265188,265706,MFLAFM_09070
3,265833,266756,MFLAFM_09075
3,266774,267088,MFLAFM_09080
3,267405,268433,MFLAFM_09085
3,268552,269313,MFLAFM_09090
3,269310,270266,MFLAFM_09095
3,270253,271266,MFLAFM_09100
3,271599,272570,MFLAFM_09105
3,272688,274793,MFLAFM_09110
3,274756,275154,MFLAFM_09115
3,275955,276821,MFLAFM_09120
3,276841,277341,MFLAFM_09125
3,277682,279187,MFLAFM_09130
3,279457,280374,MFLAFM_09135
3,280735,280957,MFLAFM_09140
3,280971,281245,MFLAFM_09145
3,281253,281795,MFLAFM_09150
3,281931,282142,MFLAFM_09155
3,282134,283192,MFLAFM_09160
3,283432,284946,MFLAFM_09165
3,284939,285916,MFLAFM_09170
3,286138,287919,MFLAFM_09175
3,287931,289808,MFLAFM_09180
3,290084,292024,MFLAFM_09185
3,292498,293502,MFLAFM_09190
3,293486,294196,MFLAFM_09195
3,294345,294424,MFLAFM_09200
3,294556,295164,MFLAFM_09205
3,295164,296315,MFLAFM_09210
3,296299,296892,MFLAFM_09215
3,297243,297911,MFLAFM_09220
3,297913,298332,MFLAFM_09225
3,298336,299049,MFLAFM_09230
3,299148,299732,MFLAFM_09235
3,300012,300452,MFLAFM_09240
3,300795,301268,MFLAFM_09245
3,301243,301929,MFLAFM_09250
3,301929,302984,MFLAFM_09255
3,303056,304039,MFLAFM_09260
3,304171,305010,MFLAFM_09265
3,305232,306581,MFLAFM_09270
3,306802,307983,MFLAFM_09275
3,308291,310249,MFLAFM_09280
3,310255,311175,MFLAFM_09285
3,311172,311936,MFLAFM_09290
3,312186,312668,MFLAFM_09295
3,312842,313306,MFLAFM_09300
3,313587,314753,MFLAFM_09305
3,314962,315384,MFLAFM_09310
3,315556,316173,MFLAFM_09315
3,316170,316454,MFLAFM_09320
3,316609,317982,MFLAFM_09325
3,318068,319621,MFLAFM_09330
3,319904,320191,MFLAFM_09335
3,320226,321134,MFLAFM_09340
3,321237,322163,MFLAFM_09345
3,322390,322833,MFLAFM_09350
3,322960,324633,MFLAFM_09355
3,324630,326261,MFLAFM_09360
3,326480,327355,MFLAFM_09365
3,327527,328210,MFLAFM_09370
3,328213,328671,MFLAFM_09375
3,328673,329239,MFLAFM_09380
3,329335,329877,MFLAFM_09385
3,329957,330256,MFLAFM_09390
3,330394,330789,MFLAFM_09395
3,330856,331299,MFLAFM_09400
3,331426,332115,MFLAFM_09405
3,332214,332702,MFLAFM_09410
3,332699,333991,MFLAFM_09415
3,334051,334917,MFLAFM_09420
3,335033,335677,MFLAFM_09425
3,336030,336503,MFLAFM_09430
3,336503,337219,MFLAFM_09435
3,337409,337834,MFLAFM_09440
3,337914,340064,MFLAFM_09445
3,340761,341405,MFLAFM_09450
3,341766,342563,MFLAFM_09455
3,343151,344158,MFLAFM_09460
3,344174,344791,MFLAFM_09465
3,345516,347405,MFLAFM_09470
3,347395,348156,MFLAFM_09475
3,348300,349340,MFLAFM_09480
3,349333,350007,MFLAFM_09485
3,350023,350946,MFLAFM_09490
3,351059,351565,MFLAFM_09495
3,351774,352202,MFLAFM_09500
3,352531,353574,MFLAFM_09505
3,353725,354792,MFLAFM_09510
3,355249,355746,MFLAFM_09515
3,355862,356224,MFLAFM_09520
3,356217,356801,MFLAFM_09525
3,356843,357811,MFLAFM_09530
3,358045,359061,MFLAFM_09535
3,359058,360062,MFLAFM_09540
3,360098,360895,MFLAFM_09545
3,361177,362010,MFLAFM_09550
3,362209,362385,MFLAFM_09555
3,362535,363764,MFLAFM_09560
3,364121,365848,MFLAFM_09565
3,366269,367564,MFLAFM_09570
3,367681,368079,MFLAFM_09575
3,368142,369203,MFLAFM_09580
3,369200,370303,MFLAFM_09585
3,370402,371214,MFLAFM_09590
3,371561,372355,MFLAFM_09595
3,372416,373180,MFLAFM_09600
3,373416,374168,MFLAFM_09605
3,374248,374892,MFLAFM_09610
3,375014,375757,MFLAFM_09615
3,375751,376587,MFLAFM_09620
3,376584,377513,MFLAFM_09625
3,377906,378345,MFLAFM_09630
4,1,115426,4
4,92,150,MFLAFM_09635
4,296,940,MFLAFM_09640
4,955,1746,MFLAFM_09645
4,2296,3144,MFLAFM_09650
4,3148,4557,MFLAFM_09655
4,5115,5537,MFLAFM_09660
4,5554,6249,MFLAFM_09665
4,6246,7907,MFLAFM_09670
4,8314,9582,MFLAFM_09675
4,9699,16259,MFLAFM_09680
4,16585,16896,MFLAFM_09685
4,16918,19335,MFLAFM_09690
4,19623,20804,MFLAFM_09695
4,20914,21867,MFLAFM_09700
4,21864,22427,MFLAFM_09705
4,22550,22951,MFLAFM_09710
4,23523,24350,MFLAFM_09715
4,24584,25585,MFLAFM_09720
4,25707,26171,MFLAFM_09725
4,26184,27365,MFLAFM_09730
4,27376,28008,MFLAFM_09735
4,28015,29046,MFLAFM_09740
4,29185,29320,MFLAFMFMJG_167
4,29539,31041,MFLAFM_09745
4,31564,31878,MFLAFM_09750
4,31878,33170,MFLAFM_09755
4,33257,34111,MFLAFM_09760
4,34387,34611,MFLAFM_09765
4,34810,35280,MFLAFM_09770
4,35393,35836,MFLAFM_09775
4,35823,36266,MFLAFM_09780
4,36562,37197,MFLAFM_09785
4,37637,38350,MFLAFM_09790
4,38610,38912,MFLAFM_09795
4,39168,39533,MFLAFM_09800
4,39530,39883,MFLAFM_09805
4,40125,40363,MFLAFM_09810
4,40441,40695,MFLAFM_09815
4,41134,41817,MFLAFM_09820
4,41880,42713,MFLAFM_09825
4,42925,43833,MFLAFM_09830
4,43955,45151,MFLAFM_09835
4,45257,45368,MFLAFMFMJG_168
4,45523,47115,MFLAFM_09840
4,47493,48263,MFLAFM_09845
4,48244,48723,MFLAFM_09850
4,48783,49040,MFLAFM_09855
4,49037,50038,MFLAFM_09860
4,50043,51521,MFLAFM_09865
4,51680,52162,MFLAFM_09870
4,52474,53088,MFLAFM_09875
4,53169,54164,MFLAFM_09880
4,54239,54865,MFLAFM_09885
4,54906,55247,MFLAFM_09890
4,55348,55920,MFLAFM_09895
4,56117,56686,MFLAFM_09900
4,57037,57129,MFLAFM_09905
4,57317,57411,MFLAFM_09910
4,57717,58217,MFLAFM_09915
4,58669,59898,MFLAFM_09920
4,59891,61447,MFLAFM_09925
4,61808,62527,MFLAFM_09930
4,62685,63404,MFLAFM_09935
4,63525,64244,MFLAFM_09940
4,64302,65024,MFLAFM_09945
4,65149,65856,MFLAFM_09950
4,66820,67401,MFLAFM_09955
4,67874,68092,MFLAFM_09960
4,68348,68821,MFLAFM_09965
4,68826,69617,MFLAFM_09970
4,69987,70970,MFLAFM_09975
4,70972,71907,MFLAFM_09980
4,72416,72565,MFLAFM_09985
4,72803,72901,MFLAFM_09990
4,73271,74059,MFLAFM_09995
4,74893,75387,MFLAFM_10000
4,75465,75701,MFLAFM_10005
4,75722,76498,MFLAFM_10010
4,77050,77826,MFLAFM_10015
4,78109,78864,MFLAFM_10020
4,78903,79298,MFLAFM_10025
4,79273,79674,MFLAFM_10030
4,79828,80556,MFLAFM_10035
4,80591,81310,MFLAFM_10040
4,81591,82355,MFLAFM_10045
4,82587,82675,MFLAFM_10050
4,82730,82801,MFLAFM_10055
4,82803,82877,MFLAFM_10060
4,82895,82968,MFLAFM_10065
4,82984,83059,MFLAFM_10070
4,83073,83145,MFLAFM_10075
4,83162,83237,MFLAFM_10080
4,83259,83332,MFLAFM_10085
4,83313,83407,MFLAFM_10090
4,83733,84287,MFLAFM_10095
4,84610,86010,MFLAFM_10100
4,86034,86957,MFLAFM_10105
4,87015,88052,MFLAFM_10110
4,88315,88818,MFLAFM_10115
4,88942,90165,MFLAFM_10120
4,90158,90898,MFLAFM_10125
4,91032,91454,MFLAFM_10130
4,91596,91961,MFLAFM_10135
4,92696,93253,MFLAFM_10140
4,93458,94420,MFLAFM_10145
4,94541,95482,MFLAFM_10150
4,95479,98415,MFLAFM_10155
4,98405,99601,MFLAFM_10160
4,100529,100873,MFLAFM_10165
4,100942,102066,MFLAFM_10170
4,102245,102709,MFLAFM_10175
4,103065,103688,MFLAFM_10180
4,103710,104822,MFLAFM_10185
4,104985,105806,MFLAFM_10190
4,106259,107644,MFLAFM_10195
4,107840,108235,MFLAFM_10200
4,108783,108935,MFLAFM_10205
4,108960,109559,MFLAFM_10210
4,109718,110188,MFLAFM_10215
4,110193,111320,MFLAFM_10220
4,111471,112199,MFLAFM_10225
4,112186,113643,MFLAFM_10230
4,113901,114962,MFLAFM_10235
5,1,88146,5
5,722,1990,MFLAFM_10240
5,2005,2577,MFLAFM_10245
5,2578,3948,MFLAFM_10250
5,3962,5008,MFLAFM_10255
5,5011,6540,MFLAFM_10260
5,6570,7574,MFLAFM_10265
5,7711,7965,MFLAFM_10270
5,7965,9734,MFLAFM_10275
5,9762,11450,MFLAFM_10280
5,11555,11759,MFLAFM_10285
5,11928,12422,MFLAFM_10290
5,12403,13065,MFLAFM_10295
5,13038,13502,MFLAFM_10300
5,13495,14520,MFLAFM_10305
5,14835,16445,MFLAFM_10310
5,16807,18735,MFLAFM_10315
5,18988,19623,MFLAFM_10320
5,19927,21006,MFLAFM_10325
5,21066,21290,MFLAFM_10330
5,21498,22748,MFLAFM_10335
5,22931,23881,MFLAFM_10340
5,24030,25514,MFLAFM_10345
5,25511,26470,MFLAFM_10350
5,26839,27510,MFLAFM_10355
5,27574,28857,MFLAFM_10360
5,28887,29030,MFLAFM_10365
5,29033,29650,MFLAFM_10370
5,29802,30315,MFLAFM_10375
5,29832,29966,MFLAFM_10380
5,30566,31351,MFLAFM_10385
5,31712,32338,MFLAFM_10390
5,32535,33794,MFLAFM_10395
5,33819,34562,MFLAFM_10400
5,34737,35021,MFLAFM_10405
5,35097,36713,MFLAFM_10410
5,37253,38560,MFLAFM_10415
5,38623,38884,MFLAFM_10420
5,39004,40227,MFLAFM_10425
5,40663,41718,MFLAFM_10430
5,41740,42756,MFLAFM_10435
5,42994,43818,MFLAFM_10440
5,43875,44912,MFLAFM_10445
5,45106,45810,MFLAFM_10450
5,45950,46117,MFLAFM_10455
5,46272,46970,MFLAFM_10460
5,47152,47784,MFLAFM_10465
5,47938,48165,MFLAFM_10470
5,48188,48976,MFLAFM_10475
5,48993,49187,MFLAFM_10480
5,49182,49538,MFLAFM_10485
5,49588,49779,MFLAFM_10490
5,49781,50008,MFLAFM_10495
5,50067,50387,MFLAFM_10500
5,50384,50545,MFLAFM_10505
5,50638,50940,MFLAFM_10510
5,50944,51204,MFLAFM_10515
5,51217,51753,MFLAFM_10520
5,51754,52401,MFLAFM_10525
5,52401,52817,MFLAFM_10530
5,52831,53505,MFLAFM_10535
5,53502,53621,MFLAFM_10540
5,53615,54265,MFLAFM_10545
5,54320,55090,MFLAFM_10550
5,55100,55873,MFLAFM_10555
5,55867,56025,MFLAFM_10560
5,56039,56260,MFLAFM_10565
5,56271,56675,MFLAFM_10570
5,56680,56865,MFLAFM_10575
5,56866,57234,MFLAFM_10580
5,57238,57480,MFLAFM_10585
5,57495,57743,MFLAFM_10590
5,57736,58272,MFLAFM_10595
5,58309,58515,MFLAFM_10600
5,58512,58715,MFLAFM_10605
5,58708,58944,MFLAFM_10610
5,58934,59323,MFLAFM_10615
5,59320,59469,MFLAFM_10620
5,59469,59669,MFLAFM_10625
5,59697,60113,MFLAFM_10630
5,60345,60644,MFLAFM_10635
5,60775,61119,MFLAFM_10640
5,61116,62777,MFLAFM_10645
5,62793,63956,MFLAFM_10650
5,63940,64677,MFLAFM_10655
5,64625,65845,MFLAFM_10660
5,65865,66149,MFLAFM_10665
5,66139,66423,MFLAFM_10670
5,66407,66769,MFLAFM_10675
5,66766,67170,MFLAFM_10680
5,67167,67574,MFLAFM_10685
5,67575,68219,MFLAFM_10690
5,68535,68885,MFLAFM_10695
5,68936,69073,MFLAFM_10700
5,69130,73659,MFLAFM_10705
5,73656,75140,MFLAFM_10710
5,75156,78941,MFLAFM_10715
5,78931,79083,MFLAFM_10720
5,79130,79417,MFLAFM_10725
5,79541,79771,MFLAFM_10730
5,79890,80069,MFLAFM_10735
5,80309,80563,MFLAFM_10740
5,80575,81330,MFLAFM_10745
5,81521,82012,MFLAFM_10750
5,82309,82459,MFLAFM_10755
5,82791,82997,MFLAFM_10760
5,83092,83541,MFLAFM_10765
5,83924,84065,MFLAFM_10770
5,84224,84574,MFLAFM_10775
5,85198,85272,MFLAFM_10780
5,85749,85949,MFLAFM_10785
5,86335,87765,MFLAFM_10790
5,87780,88070,MFLAFM_10795
6,1,86239,6
6,216,1391,MFLAFM_10800
6,1562,2749,MFLAFM_10805
6,3019,3897,MFLAFM_10810
6,4056,5693,MFLAFM_10815
6,5907,6872,MFLAFM_10820
6,7208,8284,MFLAFM_10825
6,8534,9217,MFLAFM_10830
6,9333,9995,MFLAFM_10835
6,9988,10605,MFLAFM_10840
6,10672,11142,MFLAFM_10845
6,11289,12158,MFLAFM_10850
6,12179,12745,MFLAFM_10855
6,13175,16078,MFLAFM_10860
6,16445,20602,MFLAFM_10865
6,20996,24433,MFLAFM_10870
6,24553,26025,MFLAFM_10875
6,26150,27640,MFLAFM_10880
6,27922,28800,MFLAFM_10885
6,28813,29478,MFLAFM_10890
6,29492,29854,MFLAFM_10895
6,30130,30888,MFLAFM_10900
6,30965,31597,MFLAFM_10905
6,31599,32147,MFLAFM_10910
6,32260,32907,MFLAFM_10915
6,33409,34809,MFLAFM_10920
6,35353,36729,MFLAFM_10925
6,36731,37870,MFLAFM_10930
6,37845,38210,MFLAFM_10935
6,38246,38482,MFLAFM_10940
6,38683,38850,MFLAFM_10945
6,39357,40187,MFLAFM_10950
6,40371,41027,MFLAFM_10955
6,41028,41408,MFLAFM_10960
6,41541,41909,MFLAFM_10965
6,42030,43514,MFLAFM_10970
6,43655,44107,MFLAFM_10975
6,44120,44884,MFLAFM_10980
6,45125,45263,MFLAFM_10985
6,45433,46185,MFLAFM_10990
6,46353,47339,MFLAFM_10995
6,47342,48178,MFLAFM_11000
6,48765,49685,MFLAFM_11005
6,49690,50673,MFLAFM_11010
6,50686,51762,MFLAFM_11015
6,51939,52280,MFLAFM_11020
6,52332,53654,MFLAFM_11025
6,53641,54081,MFLAFM_11030
6,54706,56100,MFLAFM_11035
6,56104,56736,MFLAFM_11040
6,56855,57403,MFLAFM_11045
6,57543,58175,MFLAFM_11050
6,58623,59561,MFLAFM_11055
6,59597,59864,MFLAFM_11060
6,60007,60543,MFLAFM_11065
6,60711,61187,MFLAFM_11070
6,61227,62522,MFLAFM_11075
6,62565,63071,MFLAFM_11080
6,63570,64580,MFLAFM_11085
6,64856,65272,MFLAFM_11090
6,65269,66930,MFLAFM_11095
6,67200,67835,MFLAFM_11100
6,68087,68974,MFLAFM_11105
6,69087,70073,MFLAFM_11110
6,70128,70847,MFLAFM_11115
6,70831,71631,MFLAFM_11120
6,71767,72273,MFLAFM_11125
6,72435,73151,MFLAFM_11130
6,73320,74108,MFLAFM_11135
6,74360,74734,MFLAFM_11140
6,74899,75094,MFLAFM_11145
6,75682,76611,MFLAFM_11150
6,76806,77030,MFLAFM_11155
6,77047,77250,MFLAFM_11160
6,77409,77969,MFLAFM_11165
6,77988,80390,MFLAFM_11170
6,80377,80802,MFLAFM_11175
6,80799,81143,MFLAFM_11180
6,81133,82629,MFLAFM_11185
6,82630,83112,MFLAFM_11190
6,83109,83411,MFLAFM_11195
6,83386,83823,MFLAFM_11200
6,84163,86205,MFLAFM_11205
7,1,78973,7
7,638,1084,MFLAFM_11210
7,1181,2140,MFLAFM_11215
7,2137,2592,MFLAFM_11220
7,2673,3962,MFLAFM_11225
7,4204,5349,MFLAFM_11230
7,5539,7275,MFLAFM_11235
7,7566,8108,MFLAFM_11240
7,8411,9448,MFLAFM_11245
7,9600,10577,MFLAFM_11250
7,10838,11674,MFLAFM_11255
7,11683,13200,MFLAFM_11260
7,13215,13529,MFLAFM_11265
7,13507,14325,MFLAFM_11270
7,14585,15394,MFLAFM_11275
7,15734,16249,MFLAFM_11280
7,16380,16541,MFLAFM_11285
7,16765,17916,MFLAFM_11290
7,18176,18706,MFLAFM_11295
7,18796,20043,MFLAFM_11300
7,20055,20261,MFLAFM_11305
7,20402,20866,MFLAFM_11310
7,20873,21148,MFLAFM_11315
7,21426,22643,MFLAFM_11320
7,22756,23385,MFLAFM_11325
7,23375,24418,MFLAFM_11330
7,24415,25116,MFLAFM_11335
7,25131,25517,MFLAFM_11340
7,25734,26492,MFLAFM_11345
7,26570,26893,MFLAFM_11350
7,27023,28009,MFLAFM_11355
7,28022,28294,MFLAFM_11360
7,28440,28853,MFLAFM_11365
7,29078,29809,MFLAFM_11370
7,29811,31124,MFLAFM_11375
7,31416,31916,MFLAFM_11380
7,32306,32860,MFLAFM_11385
7,32928,33998,MFLAFM_11390
7,34245,34775,MFLAFM_11395
7,34945,36306,MFLAFM_11400
7,36387,37334,MFLAFM_11405
7,37379,37699,MFLAFM_11410
7,38102,39529,MFLAFM_11415
7,39542,40999,MFLAFM_11420
7,41001,41303,MFLAFM_11425
7,41670,43208,MFLAFM_11430
7,43297,44496,MFLAFM_11435
7,44509,46512,MFLAFM_11440
7,46516,48708,MFLAFM_11445
7,48705,49397,MFLAFM_11450
7,49569,49871,MFLAFM_11455
7,49980,51275,MFLAFM_11460
7,52135,53301,MFLAFM_11465
7,53332,53658,MFLAFM_11470
7,53950,54123,MFLAFM_11475
7,54104,54706,MFLAFM_11480
7,54977,55798,MFLAFM_11485
